-0.5385787	0.5763577	0.3345282	0.3986366	-0.2282633	1.052268	-0.02066899	0.8927449	0.1051744	-0.214783	-0.08969686	0.02795754	0.2211866	0.7734607	3.621087	-0.8485251	0.5523071	0.6363948	-0.2606903	0.0768412
1.081387	-0.4746521	0.550488	0.4125244	0.05126503	-1.244685	0.2490257	0.1054053	0.221658	-0.2218211	-0.2824107	-0.5026746	-0.4841152	-1.209433	-1.451934	-1.089595	-0.2371516	-0.6008352	-1.023555	0.08004466
-0.7998264	0.2945114	0.2196227	-0.4211701	-0.5060576	0.3763371	-0.3016276	0.1241106	-0.5402744	-0.4538079	0.2084488	-0.6096899	0.05142154	0.5369306	1.115842	-1.290866	-0.3039616	-0.5582902	-0.8150223	-0.67419
-0.2599177	-0.4689144	-0.05516934	0.01068616	-0.6940693	-1.647946	0.1321918	-0.04797528	-0.6108479	-0.7648872	-0.2847975	0.2902711	0.5414818	-0.2062473	-0.7840467	-1.24586	-2.061846	-0.6348833	-0.4150772	-0.6529293
-1.27991	0.5619947	-0.8503768	0.2646516	-0.9406432	-1.891133	0.9061863	-0.6843721	-1.2731	-1.224566	1.008738	0.4307666	-0.1540289	0.4028023	1.583664	-0.2549821	-1.765553	-1.007307	0.275357	-0.7448213
-0.3045127	-0.6008891	-1.22348	-2.211705	-1.401947	1.025757	1.037594	-0.9176127	-1.243192	-1.613836	0.5141534	0.1730355	-0.9101296	-0.6677251	-1.145333	0.5704833	-1.043765	0.4094619	-0.5324033	-1.553291
-1.436668	-0.9861169	-0.8094497	-0.8173432	-0.7969458	-2.121798	1.159278	-0.7741416	-1.317663	-1.988233	1.316131	-0.218551	-1.455682	-1.308397	-0.7852583	2.618005	-1.66321	-0.5807421	0.377525	-1.62154
-0.665589	-0.8481731	-1.327101	-0.7207226	0.4700066	1.169796	1.490471	0.8173352	-1.124001	-2.241628	2.02419	-0.218629	-0.7424938	0.008380573	1.121551	0.463355	-0.5822148	-0.4299106	0.1427839	-2.215001
0.0145411	0.9169567	-0.4018991	2.11592	-0.5685631	0.01674431	0.7091318	-0.8369968	-0.06042871	-2.161959	0.6230665	1.056408	1.553092	0.3890225	-0.3767884	0.7981816	-0.1331898	0.5695304	-0.1911191	-1.677259
-0.294085	1.088887	-0.002664156	1.507679	0.2477174	-1.719163	-0.5448402	-0.5501005	0.4213269	-1.967313	0.4247783	-0.2171189	0.6733377	1.836106	-0.4484932	-0.8471021	-1.587577	0.02257229	0.6918699	-1.243786
-0.4710114	-0.5936719	-0.02993992	-0.6968958	-0.2965781	-2.295702	0.6443712	-0.2570085	-0.1488121	-1.858821	-0.2831723	0.04409546	-0.2305821	-0.877655	-0.6292588	-0.2625535	-3.366855	-1.65829	1.501425	-1.1792
-0.7989581	0.1165462	-0.3089149	0.3380396	-0.7086851	1.027366	0.7402695	-0.4676233	-0.5106268	-1.876315	0.4278614	0.2164009	0.7240222	-0.08554483	-1.07068	0.5178154	-0.3514841	-0.5104998	0.4333436	-1.039639
-0.3376519	1.021591	-0.2030825	2.116946	-0.5364444	-0.3238967	-0.003541131	-0.610908	-0.1152565	-1.776422	0.01578677	0.03884617	1.346858	0.773046	-1.230361	0.5800055	-0.8528571	-0.1787157	0.5693294	-1.279524
0.008161997	-2.838588	-0.01041446	-3.450899	0.04192898	2.067223	1.343393	0.3107353	-0.9296483	-1.845123	0.8254392	0.1127252	-2.534792	-2.191568	2.422509	1.951652	1.054692	-0.5995398	0.347887	-1.378337
0.9544372	2.162933	-0.2264471	1.045815	0.669398	0.610283	0.5613676	0.7965342	-0.07648528	-1.702129	0.004799939	0.8629955	1.299318	1.9139	0.6423421	0.9060328	0.7758666	1.195489	-0.03301418	-1.004376
0.3441141	-0.8676113	-0.01400836	0.1666024	-0.07830941	1.963584	-0.9957538	-0.3141835	0.1164705	-1.471652	-0.9112917	0.8636101	0.08501528	-0.5052566	1.008277	0.001264738	0.5789719	0.09913766	1.515569	-0.5565447
-0.3489562	1.105652	0.01412452	1.014887	-0.02107327	1.838685	-0.6451091	-0.01142871	-0.0468163	-1.318545	-0.4131288	-0.6980299	-0.1675056	1.199781	-2.228686	0.2402867	0.8540734	-0.5352581	1.934035	-0.3995011
-0.08929561	-0.1520713	0.01412396	0.5602959	0.07264487	0.3125203	0.6068226	-0.3859907	-0.1274401	-1.146715	-0.3156326	0.1080994	0.7087838	-0.4685434	1.264618	0.2684428	-0.3494785	1.13714	-0.3631051	0.05363185
0.1210711	-0.3560644	0.4225178	-1.472436	0.08325364	0.7134177	-0.1533014	0.2981513	-0.1360011	-0.9687246	-0.5170826	0.2299072	-1.20607	-0.5840865	1.266144	0.3005613	-0.6360248	-0.583699	0.2678198	-0.500641
0.1896349	1.030817	0.5170706	0.7353832	0.4366618	1.999102	-0.3591938	0.2757833	0.3842507	-0.7612662	-0.01340698	-0.07762071	1.957515	1.126666	-1.593332	0.06886263	0.5823366	-0.2534589	0.6994136	-0.1587084
0.3116524	-1.364265	0.522802	-0.7176362	0.3275299	0.1072576	-0.5355117	-0.4363004	0.390872	-0.5435693	-0.420127	0.6109058	-1.463301	-0.9220614	-0.2131706	-0.5942104	0.1939087	0.2477658	0.4020634	-0.3051437
-0.4254493	0.4033369	0.4781053	0.4615446	0.3260524	0.998605	-0.5723691	0.345091	-0.158423	-0.5255908	-0.6288582	-0.1253951	0.02078594	0.1043748	-0.7473955	-0.746311	-0.3281743	-0.2635977	-0.3668912	0.07738169
0.06083453	1.923054	0.5236461	0.8066067	-0.1783447	1.078701	-0.6789224	0.1077763	-0.7445164	-0.6483769	-0.4262258	0.2625349	1.076855	1.472415	-0.9617191	-0.9083001	0.3074721	0.1056883	-0.909885	0.09059996
-0.2389245	-1.341763	0.5284577	0.6196654	0.05971627	0.6982138	-0.2364754	-0.8546952	0.1208687	-0.4724487	-0.01262444	-0.1963867	0.1063711	-0.9090436	-1.049736	-0.8522946	-0.3423409	0.5485105	-0.4212549	-0.2727273
0.5638266	-0.9600863	0.4866904	-3.405426	0.5506448	1.344257	0.1065418	0.3166652	0.1026939	-0.3890558	-0.7271956	0.2766889	-2.211305	-0.8722284	1.786718	-0.2899743	0.3787236	0.1616338	0.127766	0.1764748
-0.6976239	0.8764647	0.4612679	1.953338	-0.7294474	-1.071745	-0.4489502	-0.5545547	-0.1018865	-0.4266628	-0.3164836	-1.600248	1.060018	0.9342471	-1.940891	-0.79638	-0.365391	0.9890892	1.060247	-0.2220335
-0.7921139	0.09048082	0.3497165	-0.6365418	-0.5097223	-0.103927	-0.1473819	-0.4125359	-0.2367436	-0.4657478	-0.005681854	-1.037575	-0.825704	-0.2641931	-1.75613	-1.534242	-0.2387316	-0.3452665	0.6880045	-0.349857
0.01468852	-3.17141	0.006250148	-1.808291	0.03329136	0.5055003	1.276038	0.1056894	-0.3375329	-0.5037602	-0.6244892	-0.9808304	-1.019037	-2.844134	2.809881	0.1190721	0.9687291	-0.5310187	0.6157876	-0.4342919
-0.7044946	3.233212	0.01342784	2.394313	0.09127472	-0.1721537	-0.1935491	-0.4825381	0.06524976	-0.4593929	0.2034582	-0.8760661	2.715823	3.548069	1.711206	-1.037403	0.1480901	0.09954617	0.5334266	-0.1823158
-0.3094912	0.3459282	-0.00598578	1.590302	-0.1769519	-0.5176812	-0.09555412	-1.030795	0.2782196	-0.346709	0	-0.1040093	0.3847298	-0.4320847	-2.360103	-0.5365573	0.678616	0.3352438	0.4481552	-0.4505064
-0.3452888	-1.166967	-0.1804983	-2.437757	-0.2587588	-0.6448361	0.2581199	-0.4816506	-0.302687	-0.4173193	0.5212463	-1.441293	-1.497486	-0.7944143	-0.9633128	-0.6970289	0.01181806	-0.2341126	0.4961622	-0.8435215
-0.2691588	1.353869	-0.5883113	1.278726	-0.159516	-1.846852	-0.7362187	-0.8845772	-0.2862674	-0.4434509	0.4183791	-1.226195	2.078685	1.319384	-0.6908081	-1.098073	0.1012693	-0.9490665	0.3326058	-0.6328072
-1.669505	-0.3331217	-1.345875	1.073493	-1.377593	-2.943604	0.1360561	-1.698129	-0.7070069	-0.5791622	0.6312975	-1.125265	-0.8108271	-0.4565365	-0.7325136	-0.5566014	-1.737468	-1.208249	-0.7384338	-0.8870918
-0.3768674	0.4902371	-1.117443	2.114628	-1.027689	-2.592589	-0.2235132	-1.06741	-1.404569	-0.9114088	1.052155	-0.6298719	0.7550788	0.5961544	-2.368013	-0.3433826	0.232423	0.442349	-0.04095646	-1.623155
-1.625553	0.5431036	-0.1610792	-3.108131	-2.884813	-3.154314	-0.8702969	-2.416695	-2.573887	-1.479232	2.102403	-1.912506	-0.1290154	0.01874869	-1.508244	0.529424	-1.508003	-0.05421204	-0.9776291	-1.960358
